task_id,domain,task_category,reference_subject,core_scenario,task_visual_requirement,strict_visual_rules,search_query,negative_prompt,evaluator_prompt
vsec_032,visual_security,topology_mutation_and_failure,aerial work platform boom,factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","aerial work platform boom factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary industrial security monitoring, restricted access, PPE compliance, vehicle safety a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_032. Domain: visual_security. Task: topology_mutation_and_failure. Scenario: factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary. Required subject: aerial work platform boom. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_033,visual_security,topology_mutation_and_failure,formwork climbing system,factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","formwork climbing system factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary industrial security monitoring, restricted access, PPE compliance, vehicle safety a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_033. Domain: visual_security. Task: topology_mutation_and_failure. Scenario: factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary. Required subject: formwork climbing system. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_034,visual_security,topology_mutation_and_failure,tower crane luffing jib,factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","tower crane luffing jib factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary industrial security monitoring, restricted access, PPE compliance, vehicle safety a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_034. Domain: visual_security. Task: topology_mutation_and_failure. Scenario: factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary. Required subject: tower crane luffing jib. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_035,visual_security,topology_mutation_and_failure,lattice boom crawler crane,factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","lattice boom crawler crane factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary industrial security monitoring, restricted access, PPE compliance, vehicle safety a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_035. Domain: visual_security. Task: topology_mutation_and_failure. Scenario: factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary. Required subject: lattice boom crawler crane. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_036,visual_security,topology_mutation_and_failure,aerial work platform boom,factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","aerial work platform boom factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary industrial security monitoring, restricted access, PPE compliance, vehicle safety a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_036. Domain: visual_security. Task: topology_mutation_and_failure. Scenario: factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary. Required subject: aerial work platform boom. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_037,visual_security,topology_mutation_and_failure,formwork climbing system,factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","formwork climbing system factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary industrial security monitoring, restricted access, PPE compliance, vehicle safety a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_037. Domain: visual_security. Task: topology_mutation_and_failure. Scenario: factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary. Required subject: formwork climbing system. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_038,visual_security,topology_mutation_and_failure,tower crane luffing jib,factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","tower crane luffing jib factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary industrial security monitoring, restricted access, PPE compliance, vehicle safety a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_038. Domain: visual_security. Task: topology_mutation_and_failure. Scenario: factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary. Required subject: tower crane luffing jib. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_039,visual_security,topology_mutation_and_failure,lattice boom crawler crane,factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","lattice boom crawler crane factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary industrial security monitoring, restricted access, PPE compliance, vehicle safety a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_039. Domain: visual_security. Task: topology_mutation_and_failure. Scenario: factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary. Required subject: lattice boom crawler crane. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_040,visual_security,topology_mutation_and_failure,aerial work platform boom,factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary,"a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","aerial work platform boom factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary industrial security monitoring, restricted access, PPE compliance, vehicle safety a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_040. Domain: visual_security. Task: topology_mutation_and_failure. Scenario: factory perimeter wire fence broken by external impact with a visible gap in the restricted boundary. Required subject: aerial work platform boom. The image must show a localized inspection target such as PCB traces, gear teeth, cable, rope, fence, truss, crack-prone structure, or other precise failure region. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_041,visual_security,fluid_dynamics_and_thermodynamics,piping manifold,unknown chemical liquid leaking and spreading across a dangerous-goods loading zone,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","piping manifold unknown chemical liquid leaking and spreading across a dangerous-goods loading zone industrial security monitoring, restricted access, PPE compliance, vehicle safety pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_041. Domain: visual_security. Task: fluid_dynamics_and_thermodynamics. Scenario: unknown chemical liquid leaking and spreading across a dangerous-goods loading zone. Required subject: piping manifold. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_042,visual_security,fluid_dynamics_and_thermodynamics,chemical storage tanks,unknown chemical liquid leaking and spreading across a dangerous-goods loading zone,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","chemical storage tanks unknown chemical liquid leaking and spreading across a dangerous-goods loading zone industrial security monitoring, restricted access, PPE compliance, vehicle safety pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_042. Domain: visual_security. Task: fluid_dynamics_and_thermodynamics. Scenario: unknown chemical liquid leaking and spreading across a dangerous-goods loading zone. Required subject: chemical storage tanks. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_043,visual_security,fluid_dynamics_and_thermodynamics,pressure vessel farm,unknown chemical liquid leaking and spreading across a dangerous-goods loading zone,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","pressure vessel farm unknown chemical liquid leaking and spreading across a dangerous-goods loading zone industrial security monitoring, restricted access, PPE compliance, vehicle safety pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_043. Domain: visual_security. Task: fluid_dynamics_and_thermodynamics. Scenario: unknown chemical liquid leaking and spreading across a dangerous-goods loading zone. Required subject: pressure vessel farm. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_044,visual_security,fluid_dynamics_and_thermodynamics,solvent extraction battery,unknown chemical liquid leaking and spreading across a dangerous-goods loading zone,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","solvent extraction battery unknown chemical liquid leaking and spreading across a dangerous-goods loading zone industrial security monitoring, restricted access, PPE compliance, vehicle safety pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_044. Domain: visual_security. Task: fluid_dynamics_and_thermodynamics. Scenario: unknown chemical liquid leaking and spreading across a dangerous-goods loading zone. Required subject: solvent extraction battery. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_045,visual_security,fluid_dynamics_and_thermodynamics,piping manifold,unknown chemical liquid leaking and spreading across a dangerous-goods loading zone,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","piping manifold unknown chemical liquid leaking and spreading across a dangerous-goods loading zone industrial security monitoring, restricted access, PPE compliance, vehicle safety pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_045. Domain: visual_security. Task: fluid_dynamics_and_thermodynamics. Scenario: unknown chemical liquid leaking and spreading across a dangerous-goods loading zone. Required subject: piping manifold. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_046,visual_security,fluid_dynamics_and_thermodynamics,chemical storage tanks,unknown chemical liquid leaking and spreading across a dangerous-goods loading zone,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","chemical storage tanks unknown chemical liquid leaking and spreading across a dangerous-goods loading zone industrial security monitoring, restricted access, PPE compliance, vehicle safety pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_046. Domain: visual_security. Task: fluid_dynamics_and_thermodynamics. Scenario: unknown chemical liquid leaking and spreading across a dangerous-goods loading zone. Required subject: chemical storage tanks. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_047,visual_security,fluid_dynamics_and_thermodynamics,pressure vessel farm,unknown chemical liquid leaking and spreading across a dangerous-goods loading zone,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","pressure vessel farm unknown chemical liquid leaking and spreading across a dangerous-goods loading zone industrial security monitoring, restricted access, PPE compliance, vehicle safety pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_047. Domain: visual_security. Task: fluid_dynamics_and_thermodynamics. Scenario: unknown chemical liquid leaking and spreading across a dangerous-goods loading zone. Required subject: pressure vessel farm. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_048,visual_security,fluid_dynamics_and_thermodynamics,solvent extraction battery,unknown chemical liquid leaking and spreading across a dangerous-goods loading zone,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","solvent extraction battery unknown chemical liquid leaking and spreading across a dangerous-goods loading zone industrial security monitoring, restricted access, PPE compliance, vehicle safety pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_048. Domain: visual_security. Task: fluid_dynamics_and_thermodynamics. Scenario: unknown chemical liquid leaking and spreading across a dangerous-goods loading zone. Required subject: solvent extraction battery. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
vsec_049,visual_security,fluid_dynamics_and_thermodynamics,piping manifold,unknown chemical liquid leaking and spreading across a dangerous-goods loading zone,"pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment","real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter","piping manifold unknown chemical liquid leaking and spreading across a dangerous-goods loading zone industrial security monitoring, restricted access, PPE compliance, vehicle safety pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment real industrial photo high resolution","Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject.","Find one open-license reference image for vsec_049. Domain: visual_security. Task: fluid_dynamics_and_thermodynamics. Scenario: unknown chemical liquid leaking and spreading across a dangerous-goods loading zone. Required subject: piping manifold. The image must show pipes, tanks, vessels, spray source, fluid path, pressure boundary, smoke or flame path, containment, or thermal process equipment. Strict visual rules: real photo only; no render, drawing, diagram, collage, poster, screenshot, logo, text-heavy image, map, close crowd, showroom, toy, miniature, or heavily edited image; main subject must occupy roughly 25-75 percent of the frame; background must be simple enough for image-to-video evaluation, with no dense unrelated clutter. Reject if the image is decorative, synthetic, low resolution, blurry, too dark, too crowded, text-dominated, unrelated to the equipment, or missing the requested industrial subject."
